1107,286.63726,581250.38,100153.72,1808794.1,1297,12,12
2000,290.96481,581402.4,100153.72,1808931.3,1297,12,12
3000,290.77644,581230.52,100153.72,1808820.8,1297,12,12
4000,295.49229,581196.12,100153.72,1808763,1297,12,12
5000,286.36256,581037.3,100153.72,1808672.9,1297,12,12
6000,298.34022,581224.38,100153.72,1808689.3,1297,12,12
7000,286.37649,581048.28,100153.72,1809072.2,1297,12,12
8000,287.91092,580976.72,100153.72,1809308.4,1297,12,12
9000,289.96534,580895.63,100153.72,1809068.6,1297,12,12
10000,296.97033,581058.03,100153.72,1809124.2,1297,12,12
11000,289.18042,580847.05,100153.72,1808981.9,1297,12,12
12000,289.6325,580880.82,100153.72,1809392.2,1296,12,12
13000,286.07211,580722.31,100153.72,1809133,1296,12,12
14000,302.72559,580895.51,100153.72,1809173.7,1296,12,12
15000,299.16434,580875.53,100153.72,1809369.4,1296,12,12
16000,295.83187,580673.43,100153.72,1809280.1,1296,12,12
17000,296.61464,580672.12,100153.72,1809373.7,1295,12,12
18000,294.99429,580652.78,100153.72,1809737.8,1296,12,12
19000,296.21403,580592.9,100153.72,1809604.4,1296,12,12
20000,295.97526,580722.58,100153.72,1809320.5,1296,12,12
21000,302.26079,580635.49,100153.72,1809053,1296,12,12
22000,292.12227,580612.64,100153.72,1809440.4,1295,12,12
23000,294.36387,580503.74,100153.72,1809414.2,1295,12,12
24000,295.19822,580683.15,100153.72,1809613.8,1294,12,12
25000,286.10271,580655.78,100153.72,1809117.5,1295,12,12
26000,298.314,580858.67,100153.72,1809239.8,1296,12,12
27000,288.325,580776.2,100153.72,1809029,1296,12,12
28000,295.53707,580992.34,100153.72,1809134.7,1297,12,12
29000,291.04758,580839.15,100153.72,1808640.4,1297,12,12
30000,292.00478,581052.27,100153.72,1808840.4,1296,12,12
31000,295.15041,581015.81,100153.72,1808671.5,1297,12,12
32000,294.53354,580877.15,100153.72,1808962.3,1297,12,12
33000,299.59468,581158.73,100153.72,1809147.2,1296,12,12
34000,289.75278,581099.32,100153.72,1808842.4,1297,12,12
35000,296.86721,581145.91,100153.72,1809057.6,1297,12,12
36000,296.1133,580969.46,100153.72,1809097,1297,12,12
37000,292.3219,580974.93,100153.72,1808846.6,1296,12,12
38000,293.41125,580967.47,100153.72,1809094,1297,12,12
39000,304.62365,581076.91,100153.72,1808813.3,1297,12,12
40000,295.9877,580944.4,100153.72,1809161.8,1296,12,12
41000,296.03287,580826.73,100153.72,1809070.6,1296,12,12
42000,291.50987,580809.16,100153.72,1809489.4,1295,12,12
43000,291.63712,580849.88,100153.72,1809092.5,1295,12,12
44000,295.46035,580803.22,100153.72,1809247.1,1296,12,12
45000,301.75763,580813.62,100153.72,1809570.8,1296,12,12
46000,294.11883,580600.71,100153.72,1809296,1295,12,12
47000,290.69096,580675.47,100153.72,1809375.7,1295,12,12
48000,297.86893,580728.95,100153.72,1809213.5,1296,12,12
49000,294.475,580642.22,100153.72,1809672.8,1296,12,12
50000,299.13112,580543.54,100153.72,1809540,1296,12,12
51000,292.94601,580726.45,100153.72,1809667.8,1295,12,12
52000,297.72394,580788.97,100153.72,1809532.7,1295,12,12
53000,291.95114,580677.62,100153.72,1809515.6,1295,12,12
54000,287.39073,580657.28,100153.72,1809582.6,1294,12,12
55000,292.13969,580754.39,100153.72,1809716.6,1295,12,12
56000,294.34437,580891.58,100153.72,1809176.1,1295,12,12
57000,288.14113,580786.05,100153.72,1809220,1295,12,12
58000,289.13332,580766.25,100153.72,1809122.8,1295,12,12
59000,295.51897,580814.95,100153.72,1809044.8,1295,12,12
60000,298.6223,581038.4,100153.72,1809318.9,1295,12,12
61000,295.98374,580957.63,100153.72,1809300.5,1295,12,12
62000,293.00564,581041.66,100153.72,1808946.3,1295,12,12
63000,292.06038,580937.91,100153.72,1809110.2,1295,12,12
64000,294.36322,580875.14,100153.72,1809366.8,1295,12,12
65000,295.43631,580844.38,100153.72,1809083.6,1295,12,12
66000,290.91178,580768.87,100153.72,1809070.1,1295,12,12
67000,296.02834,580907.25,100153.72,1809340.8,1295,12,12
68000,293.22321,580721.27,100153.72,1809116,1295,12,12
69000,290.30391,580805.97,100153.72,1809301.7,1295,12,12
70000,292.65069,580763.59,100153.72,1809092,1294,12,12
